dept,number,prof,year,semester,section,A,B,C,D,F,I,S,U,Q,X,gpa
CSCE,312,KIM E,2018,SUMMER,200,16,6,4,1,2,0,0,0,0,0,3.138
CSCE,312,KIM E,2019,FALL,1211,23,22,8,0,1,0,0,0,1,0,3.222
CSCE,312,KIM E,2019,SPRING,2243,19,26,17,0,2,0,0,0,14,0,2.938
CSCE,312,KIM E,2020,SPRING,1214,25,23,11,1,1,2,0,0,2,0,3.148
CSCE,312,KIM E,2021,SPRING,1009,17,10,1,0,0,0,0,0,2,0,3.571
CSCE,312,KIM E,2022,FALL,1715,44,32,10,0,0,0,0,0,6,0,3.395
CSCE,312,KIM E,2022,SPRING,2207,47,20,12,0,2,0,0,0,4,0,3.358
CSCE,312,KIM E,2023,SPRING,2206,47,34,10,2,1,1,0,0,2,0,3.319
CSCE,312,KIM E,2024,SPRING,2418,97,22,2,1,1,0,0,0,2,0,3.732
CSCE,312,LEE H,2013,SPRING,1003,16,22,12,3,9,0,0,0,3,0,2.532
CSCE,312,MAHAPATRA R,2012,FALL,1506,23,35,14,1,6,0,0,0,2,0,2.861
CSCE,312,MAHAPATRA R,2012,SPRING,1506,13,22,12,3,3,0,0,0,2,0,2.736
CSCE,312,MAHAPATRA R,2013,FALL,1506,28,35,24,5,5,0,0,0,0,0,2.784
CSCE,312,MAHAPATRA R,2014,FALL,2010,26,42,26,8,7,0,0,0,2,0,2.661
CSCE,312,MAHAPATRA R,2015,FALL,1506,25,38,27,5,0,0,0,0,1,0,2.874
CSCE,312,MAHAPATRA R,2023,SPRING,2022,24,37,16,3,2,0,0,0,6,0,2.951
CSCE,312,MAHAPATRA R,2024,SPRING,2022,25,49,10,0,3,0,0,0,4,0,3.069
CSCE,312,MUZAHID A,2020,SPRING,1009,16,22,6,0,0,0,0,0,0,0,3.227
CSCE,312,MUZAHID A,2022,FALL,1503,25,19,11,1,4,0,0,0,7,0,3.0
CSCE,312,MUZAHID A,2024,SPRING,2054,41,23,2,1,0,0,0,0,1,0,3.552
CSCE,312,TYAGI A,2015,FALL,1009,23,13,6,0,1,0,0,0,0,0,3.326
CSCE,312,TYAGI A,2016,FALL,1515,38,39,13,2,0,5,0,0,1,0,3.228
CSCE,312,TYAGI A,2016,SPRING,1506,25,43,24,4,1,0,0,0,0,0,2.897
CSCE,312,TYAGI A,2016,SUMMER,301,11,11,5,0,1,1,0,0,1,0,3.107
CSCE,312,TYAGI A,2017,FALL,2012,25,39,28,2,3,1,0,0,3,0,2.835
CSCE,312,TYAGI A,2017,SUMMER,301,21,9,2,0,0,1,0,0,0,0,3.594
CSCE,312,TYAGI A,2018,FALL,1003,30,20,6,1,1,0,0,0,2,0,3.328
CSCE,312,TYAGI A,2018,SPRING,1719,49,20,11,7,3,1,0,0,9,0,3.167
CSCE,312,TYAGI A,2019,FALL,1506,59,13,13,2,0,1,0,0,0,0,3.483
CSCE,312,TYAGI A,2019,SPRING,3733,99,57,30,4,0,1,0,0,2,0,3.321
CSCE,312,TYAGI A,2019,SUMMER,701,9,8,7,1,0,1,0,0,1,0,3.0
CSCE,312,TYAGI A,2020,FALL,3579,67,28,12,0,1,1,0,0,2,0,3.481
CSCE,312,TYAGI A,2020,SPRING,2006,59,29,4,3,0,1,0,0,0,0,3.516
CSCE,312,TYAGI A,2020,SUMMER,299,39,11,4,1,0,1,0,0,2,0,3.6
CSCE,312,TYAGI A,2021,SPRING,6282,193,85,38,5,2,2,0,0,19,0,3.43
CSCE,312,TYAGI A,2021,SUMMER,401,21,15,7,2,3,1,0,0,1,0,3.021
CSCE,312,TYAGI A,2022,SPRING,2985,72,42,5,0,0,0,0,0,6,0,3.563
CSCE,312,TYAGI A,2022,SUMMER,797,15,11,5,3,1,0,0,0,0,0,3.029
CSCE,312,TYAGI A,2023,FALL,1703,78,15,1,0,0,0,0,0,1,0,3.819
CSCE,312,TYAGI A,2023,SPRING,3878,163,22,5,1,0,2,0,0,4,0,3.817
CSCE,312,TYAGI A,2023,SUMMER,700,19,14,2,4,1,1,0,0,1,0,3.15
CSCE,312,YUM K,2016,FALL,1506,18,15,6,3,4,0,0,0,2,0,2.87
CSCE,312,YUM K,2017,SPRING,1010,20,21,14,1,4,2,0,0,1,0,2.867
CSCE,313,AHMED S,2016,FALL,2515,43,63,27,5,7,1,0,0,5,0,2.897
CSCE,313,AHMED S,2017,SPRING,1506,13,25,10,3,2,0,0,0,2,0,2.83
CSCE,313,AHMED S,2018,FALL,4545,95,102,36,12,13,1,0,0,38,0,2.984
CSCE,313,AHMED S,2018,SPRING,3033,38,40,30,6,14,0,0,0,29,0,2.641
CSCE,313,AHMED S,2019,FALL,6078,155,63,27,3,15,0,0,0,23,0,3.293
CSCE,313,AHMED S,2019,SPRING,4044,34,58,50,4,19,0,0,0,27,0,2.509
CSCE,313,AHMED S,2019,SUMMER,700,5,5,3,0,7,0,0,0,2,0,2.05
CSCE,313,AHMED S,2020,FALL,6078,180,64,11,4,7,1,0,0,7,0,3.526
CSCE,313,AHMED S,2020,SPRING,4043,79,57,40,2,14,0,0,0,3,0,2.964
CSCE,313,AHMED S,2020,SUMMER,199,31,16,8,2,9,0,0,0,9,0,2.879
CSCE,313,AHMED S,2021,FALL,5927,138,49,10,1,13,1,0,0,15,0,3.412
CSCE,313,AHMED S,2021,SPRING,5568,81,68,24,4,13,1,0,0,29,0,3.053
CSCE,313,AHMED S,2021,SUMMER,700,14,12,11,5,2,0,0,0,1,0,2.705
CSCE,313,BETTATI R,2012,SUMMER,200,5,8,2,0,5,0,0,0,0,0,2.4
CSCE,313,BETTATI R,2013,SPRING,2010,23,44,22,11,12,0,0,0,13,0,2.491
CSCE,313,BETTATI R,2013,SUMMER,100,9,10,3,4,2,1,0,0,0,0,2.714
CSCE,313,BETTATI R,2014,SPRING,2010,26,41,11,10,15,0,0,0,19,0,2.515
CSCE,313,BETTATI R,2014,SUMMER,200,8,12,4,1,1,0,0,0,2,0,2.962
CSCE,313,BETTATI R,2015,FALL,1515,10,15,7,2,5,5,0,0,6,0,2.59
CSCE,313,BETTATI R,2015,SUMMER,100,7,8,8,1,0,0,0,0,5,0,2.875
CSCE,313,BETTATI R,2016,SPRING,1506,10,14,8,5,6,1,0,0,4,0,2.395
CSCE,313,BETTATI R,2016,SUMMER,200,7,7,7,1,2,0,0,0,2,0,2.667
CSCE,313,BETTATI R,2017,FALL,3021,36,79,43,8,13,3,0,0,15,0,2.654
CSCE,313,BETTATI R,2019,FALL,2058,19,31,18,1,9,0,0,0,14,0,2.641
CSCE,313,BETTATI R,2020,FALL,2058,19,29,10,2,6,9,0,0,8,0,2.803
CSCE,313,BETTATI R,2020,SPRING,200,8,5,0,0,0,0,0,0,2,0,3.615
CSCE,313,GU G,2012,FALL,2010,29,34,11,6,12,0,0,0,7,0,2.674
CSCE,313,GU G,2012,SPRING,1003,14,23,5,2,3,0,0,0,1,0,2.915
CSCE,313,GU G,2014,SPRING,200,12,3,0,0,1,0,0,0,0,0,3.562
CSCE,313,GU G,2015,SPRING,200,5,2,1,0,0,0,0,0,0,0,3.5
CSCE,313,GU G,2017,SPRING,200,17,6,0,0,0,0,0,0,2,0,3.739
CSCE,313,HASSANZADEH A,2013,FALL,2010,47,30,15,11,1,2,0,0,12,0,3.067
CSCE,313,HAWLEY D,2023,FALL,520,7,2,0,0,0,0,0,0,1,0,3.778
CSCE,313,HAWLEY D,2024,SPRING,550,5,2,1,0,0,0,0,0,0,0,3.5
CSCE,313,HOUNGNINOU D,2022,FALL,6066,154,57,21,8,13,0,0,0,21,0,3.308
CSCE,313,HOUNGNINOU D,2023,FALL,4028,157,22,5,0,1,0,0,0,5,0,3.805
CSCE,313,HOUNGNINOU D,2023,SPRING,5054,88,43,17,8,8,0,0,0,5,0,3.189
CSCE,313,HOUNGNINOU D,2023,SUMMER,1000,8,9,4,4,0,0,0,0,1,0,2.84
CSCE,313,HOUNGNINOU D,2024,SPRING,4028,126,26,12,3,4,0,0,0,8,0,3.561
CSCE,313,KUMAR S,2023,FALL,6162,112,138,13,1,2,0,0,0,11,0,3.342
CSCE,313,LOGUINOV D,2013,SPRING,200,5,2,0,0,0,0,0,0,1,0,3.714
CSCE,313,LOGUINOV D,2016,SPRING,200,4,2,0,0,0,0,0,0,1,0,3.667
CSCE,313,LOGUINOV D,2018,SPRING,200,13,3,0,0,1,0,0,0,5,0,3.588
CSCE,313,LOGUINOV D,2019,FALL,201,14,6,1,0,0,0,0,0,5,0,3.619
CSCE,313,LOGUINOV D,2019,SPRING,200,12,7,0,0,0,0,0,0,3,0,3.632
CSCE,313,LOGUINOV D,2020,FALL,201,13,3,5,0,0,0,0,0,3,0,3.381
CSCE,313,LOGUINOV D,2022,SPRING,200,14,2,0,0,0,0,0,0,2,0,3.875
CSCE,313,LOGUINOV D,2023,SPRING,200,9,2,0,0,1,0,0,0,4,0,3.5
CSCE,313,LOGUINOV D,2024,SPRING,200,9,2,4,0,0,1,0,0,3,0,3.333
CSCE,313,SONG D,2015,SPRING,1015,8,12,9,3,4,0,0,0,5,0,2.472
CSCE,313,STOLERU R,2016,SPRING,1518,18,32,19,1,2,0,0,0,4,0,2.875
CSCE,313,STOLERU R,2017,SUMMER,100,7,8,5,1,1,2,0,0,2,0,2.864
CSCE,313,TYAGI A,2014,FALL,2510,35,43,14,3,11,6,0,0,2,0,2.83
CSCE,313,TYAGI A,2015,FALL,1506,44,34,8,1,0,1,0,0,2,0,3.391
CSCE,313,TYAGI A,2015,SPRING,2010,62,21,4,0,0,1,0,0,0,0,3.667
CSCE,313,TYAGI A,2016,SPRING,1530,23,39,29,0,2,1,0,0,1,0,2.871
CSCE,313,TYAGI A,2017,SPRING,3039,46,52,30,4,0,2,0,0,4,0,3.061
CSCE,313,TYAGI A,2021,FALL,4753,157,28,10,2,4,0,0,0,21,0,3.652
CSCE,313,TYAGI A,2022,FALL,4964,141,26,16,1,2,0,0,0,4,0,3.629
CSCE,313,TYAGI A,2022,SPRING,5315,92,44,29,2,10,0,0,0,35,0,3.164
CSCE,313,TYAGI A,2022,SUMMER,701,20,11,2,4,4,0,0,0,2,0,2.951
CSCE,313,YUM K,2012,SPRING,1007,14,25,12,2,3,0,0,0,0,0,2.804
CSCE,314,ANDERSEN F,2017,FALL,599,7,5,10,0,3,0,0,0,3,0,2.52
CSCE,314,BUDIMLIC Z,2023,FALL,550,3,2,2,0,0,0,0,0,0,0,3.143
CSCE,314,BUDIMLIC Z,2023,SPRING,550,8,0,1,0,0,0,0,0,3,0,3.778
CSCE,314,BUDIMLIC Z,2024,SPRING,550,9,4,2,0,1,0,0,0,0,0,3.25
CSCE,314,DOS REIS G,2012,SPRING,500,57,9,3,1,0,0,0,0,0,0,3.743
CSCE,314,DOS REIS G,2013,SPRING,500,16,33,21,3,2,0,0,0,2,0,2.773
CSCE,314,DUTTA A,2016,FALL,704,44,36,13,1,0,2,0,0,4,0,3.309
CSCE,314,DUTTA A,2017,SUMMER,100,22,12,5,2,1,0,0,0,1,0,3.238
CSCE,314,DUTTA A,2018,SPRING,1001,44,78,28,7,1,0,0,0,1,0,2.994
CSCE,314,DUTTA A,2018,SUMMER,100,13,12,5,1,1,0,0,0,0,0,3.094
CSCE,314,JARVI J,2012,FALL,500,37,36,24,5,3,1,0,0,1,0,2.943
CSCE,314,JARVI J,2014,FALL,501,12,10,9,2,6,0,0,0,3,0,2.513
CSCE,314,JARVI J,2015,SPRING,500,27,35,25,5,5,0,0,0,1,0,2.763
CSCE,314,KEYSER J,2016,SPRING,500,8,18,16,8,6,0,0,0,8,0,2.25
CSCE,314,LEE H,2013,FALL,500,37,44,19,6,1,0,0,0,10,0,3.028
CSCE,314,LEE H,2014,FALL,500,24,46,23,5,0,0,0,0,4,0,2.908
CSCE,314,LEE H,2014,SPRING,500,13,29,18,3,3,0,0,0,0,0,2.697
CSCE,314,LEE H,2015,FALL,1003,32,86,52,10,4,0,0,0,10,0,2.717
CSCE,314,LEE H,2016,FALL,702,19,35,26,9,1,0,0,0,6,0,2.689
CSCE,314,LEE H,2017,FALL,1003,29,32,38,21,9,0,0,0,10,0,2.395
CSCE,314,LEE H,2018,SPRING,502,27,34,19,9,2,1,0,0,5,0,2.824
CSCE,314,LEE H,2019,SPRING,500,33,40,15,4,0,0,0,0,7,0,3.109
CSCE,314,LEE H,2020,SPRING,1001,87,56,21,5,0,0,0,0,1,0,3.331
CSCE,314,LEE H,2021,SPRING,1005,103,61,19,2,2,0,0,0,10,0,3.396
CSCE,314,LEE H,2022,SPRING,1503,66,103,50,2,1,0,0,0,23,0,3.041
CSCE,314,LEE H,2023,SPRING,1788,109,79,26,8,3,2,0,0,9,0,3.258
CSCE,314,LEE H,2023,SUMMER,700,15,18,7,1,2,0,0,0,0,0,3.0
CSCE,314,LEE H,2024,SPRING,1788,100,81,21,0,2,2,0,0,0,0,3.358
CSCE,314,LUPOLI S,2018,FALL,1003,44,63,27,1,4,0,0,0,0,0,3.022
CSCE,314,LUPOLI S,2019,FALL,1003,93,65,18,7,5,0,0,0,0,0,3.245
CSCE,314,LUPOLI S,2019,SPRING,1003,74,76,18,5,7,0,0,0,2,0,3.139
CSCE,314,LUPOLI S,2019,SUMMER,700,12,7,5,3,1,0,0,0,0,0,2.929
CSCE,314,LUPOLI S,2020,FALL,1003,162,19,5,0,0,0,0,0,1,0,3.844
CSCE,314,LUPOLI S,2020,SPRING,1005,177,12,3,3,2,0,0,0,0,0,3.822
CSCE,314,LUPOLI S,2020,SUMMER,399,31,24,6,0,0,0,0,0,0,0,3.41
CSCE,314,LUPOLI S,2021,FALL,599,68,18,7,2,0,2,0,0,2,0,3.6
CSCE,314,LUPOLI S,2021,SUMMER,700,56,24,5,0,0,0,0,0,0,0,3.6
CSCE,314,LUPOLI S,2022,FALL,1197,142,38,7,3,3,0,0,0,1,0,3.622
CSCE,314,LUPOLI S,2022,SPRING,1197,125,66,7,1,0,0,0,0,1,0,3.583
CSCE,314,LUPOLI S,2022,SUMMER,700,23,23,8,2,1,0,0,0,1,0,3.14
CSCE,314,LUPOLI S,2023,FALL,1197,172,18,3,2,0,0,0,0,2,0,3.846
CSCE,314,LUPOLI S,2023,SPRING,1197,160,19,1,0,0,0,0,0,0,0,3.883
CSCE,314,LUPOLI S,2024,SPRING,1197,155,23,1,0,0,0,0,0,0,0,3.86
CSCE,314,MAHMOOD M,2024,SPRING,501,39,10,2,0,1,0,0,0,1,0,3.654
CSCE,314,SHELL D,2016,SPRING,501,24,29,10,15,8,2,0,0,10,0,2.535
CSCE,314,SHELL D,2017,SPRING,1001,22,36,66,24,9,0,0,0,11,0,2.242
CSCE,314,SHELL D,2021,FALL,502,24,46,14,2,2,0,0,0,11,0,3.0
CSCE,314,SHELL D,2021,SPRING,1001,35,49,27,11,4,0,0,0,65,0,2.794
CSCE,315,AHMED S,2017,FALL,3021,83,51,19,4,0,0,0,0,2,0,3.357
CSCE,315,AHMED S,2017,SPRING,2530,61,43,14,1,0,2,0,0,4,0,3.378
CSCE,315,AHMED S,2019,SPRING,1003,24,4,0,0,0,0,0,0,0,15,3.857
CSCE,315,CHOE Y,2012,FALL,1506,64,10,3,1,3,1,0,0,0,0,3.617
CSCE,315,CHOE Y,2012,SUMMER,100,17,4,1,2,0,0,0,0,0,0,3.5
CSCE,315,CHOE Y,2013,FALL,1506,68,10,2,0,5,0,0,0,1,0,3.6
CSCE,315,CHOE Y,2014,FALL,1506,60,14,0,1,1,0,0,0,1,0,3.724
CSCE,315,CHOE Y,2014,SUMMER,100,16,4,1,0,0,0,0,0,0,0,3.714
CSCE,315,CHOE Y,2015,FALL,1506,70,21,1,1,1,0,0,0,3,0,3.681
CSCE,315,CHOE Y,2016,SPRING,716,31,3,0,0,1,0,0,0,1,0,3.8
CSCE,315,CHOE Y,2020,FALL,2742,68,10,0,1,2,0,0,0,1,0,3.741
CSCE,315,CHOE Y,2021,FALL,290,27,1,0,0,0,0,0,0,0,0,3.964
CSCE,315,DAUGHERITY W,2013,SUMMER,100,17,8,0,0,2,1,0,0,0,0,3.407
CSCE,315,DAUGHERITY W,2015,SPRING,1506,50,14,4,2,1,0,0,0,1,0,3.549
CSCE,315,DAUGHERITY W,2015,SUMMER,100,9,8,4,1,0,0,0,0,1,0,3.136
CSCE,315,DAUGHERITY W,2016,SUMMER,100,24,19,1,0,0,0,0,0,0,0,3.523
CSCE,315,DAUGHERITY W,2017,SUMMER,100,22,2,0,0,0,0,0,0,0,0,3.917
CSCE,315,DAUGHERITY W,2018,FALL,3021,139,38,6,2,2,0,0,0,3,0,3.658
CSCE,315,DAUGHERITY W,2018,SPRING,1015,35,14,7,3,0,0,0,0,1,0,3.373
CSCE,315,KERNE A,2014,SPRING,2010,62,39,5,1,0,1,0,0,4,0,3.514
CSCE,315,KERNE A,2016,FALL,1506,50,43,5,0,0,0,0,0,2,0,3.459
CSCE,315,KERNE A,2016,SPRING,1506,54,31,4,0,0,0,0,0,2,0,3.562
CSCE,315,KERNE A,2018,FALL,1216,43,6,1,0,0,0,0,0,2,0,3.84
CSCE,315,KEYSER J,2012,SPRING,1506,38,33,14,6,1,1,0,0,1,0,3.098
CSCE,315,KEYSER J,2013,SPRING,2010,34,45,16,9,2,1,0,0,5,0,2.943
CSCE,315,KEYSER J,2017,SPRING,1506,16,37,18,6,1,0,0,0,0,0,2.782
CSCE,315,LIGHTFOOT R,2019,FALL,3610,76,13,1,0,0,0,0,0,0,0,3.833
CSCE,315,LIGHTFOOT R,2019,SPRING,2023,35,32,7,2,0,0,0,0,1,0,3.316
CSCE,315,LIGHTFOOT R,2020,FALL,3610,82,5,1,0,0,0,0,0,1,0,3.92
CSCE,315,LIGHTFOOT R,2020,SPRING,7228,147,25,6,0,0,0,0,0,0,0,3.792
CSCE,315,LIGHTFOOT R,2021,SPRING,5415,131,16,4,0,0,0,0,0,2,0,3.841
CSCE,315,LIGHTFOOT R,2022,FALL,7260,123,30,8,0,0,0,0,0,0,0,3.714
CSCE,315,LIGHTFOOT R,2022,SPRING,7228,111,25,5,0,1,0,0,0,1,0,3.725
CSCE,315,LIGHTFOOT R,2023,SPRING,7228,71,33,14,3,4,0,0,0,3,0,3.312
CSCE,315,LIGHTFOOT R,2024,SPRING,2706,40,11,4,0,5,0,0,0,2,0,3.35
CSCE,315,LUPOLI S,2018,SPRING,2012,51,51,8,2,0,0,0,0,1,0,3.348
CSCE,315,MCGUIRE T,2019,FALL,3626,70,13,4,0,0,0,0,0,0,0,3.759
CSCE,315,MCGUIRE T,2020,SPRING,2727,49,6,0,0,1,0,0,0,0,0,3.821
CSCE,315,RITCHEY P,2015,SPRING,1515,39,19,5,2,2,0,0,0,2,0,3.358
CSCE,315,RITCHEY P,2023,FALL,8198,141,17,7,3,2,0,0,0,0,0,3.718
CSCE,315,TAELE P,2019,FALL,4555,88,8,2,0,1,0,0,0,2,0,3.838
CSCE,315,TAELE P,2021,FALL,7284,144,14,1,1,1,1,0,0,0,0,3.857
CSCE,315,TAELE P,2022,FALL,3654,55,3,3,0,0,0,0,0,3,0,3.852
CSCE,315,TAELE P,2023,FALL,4609,85,3,0,0,0,0,0,0,0,0,3.966
CSCE,315,THOMAS S,2020,FALL,7268,152,20,2,0,4,1,0,0,0,0,3.775
CSCE,315,THOMAS S,2021,FALL,5421,126,22,6,0,1,0,0,0,2,0,3.755
CSCE,315,THOMAS S,2021,SPRING,3691,65,13,2,0,0,0,0,0,1,0,3.788
CSCE,315,THOMAS S,2022,FALL,4647,78,7,1,0,0,0,0,0,2,0,3.895
CSCE,315,THOMAS S,2022,SPRING,4608,69,5,2,0,1,0,0,0,1,0,3.831
CSCE,315,WARD R,2016,SPRING,1515,42,33,1,0,0,0,0,0,2,0,3.539
CSCE,320,CAVERLEE J,2020,FALL,700,65,23,5,0,0,0,0,0,2,0,3.645
CSCE,320,CHEN S,2019,FALL,500,13,2,0,0,0,0,0,0,0,0,3.867
CSCE,320,GUTIERREZ,2023,FALL,500,37,8,4,0,1,0,0,0,4,0,3.6
CSCE,331,GOKTAS U,2023,FALL,550,9,0,0,0,0,0,0,0,0,0,4.0
CSCE,331,GOKTAS U,2024,SPRING,550,7,0,0,0,0,0,0,0,0,0,4.0
CSCE,331,RITCHEY P,2023,SPRING,4576,62,14,2,0,0,0,0,0,1,0,3.769
CSCE,331,RITCHEY P,2024,SPRING,7228,51,68,28,8,4,5,0,0,5,0,2.969
CSCE,331,TAELE P,2022,FALL,2715,52,0,0,0,1,0,0,0,1,0,3.925
CSCE,331,TAELE P,2023,FALL,4576,111,4,4,0,0,0,0,0,1,0,3.899
CSCE,350,DANG D,2017,SPRING,1003,10,14,3,0,0,0,0,0,2,0,3.259
CSCE,350,MAHAPATRA R,2012,SPRING,1003,9,9,7,0,2,1,0,0,0,0,2.852
CSCE,350,MAHAPATRA R,2013,SPRING,1003,12,9,5,1,6,0,0,0,0,0,2.606
CSCE,350,MAHAPATRA R,2014,SPRING,1003,11,8,13,1,3,0,0,0,2,0,2.639
CSCE,350,MAHAPATRA R,2015,SPRING,1005,7,15,3,0,0,0,0,0,0,0,3.16
CSCE,350,MAHAPATRA R,2016,SPRING,1005,11,15,8,0,2,0,0,0,4,0,2.917
CSCE,350,MUZAHID A,2021,SPRING,1503,16,23,16,4,5,1,0,0,9,0,2.641
CSCE,350,MUZAHID A,2022,SPRING,1005,8,12,9,3,2,0,0,0,1,0,2.618
CSCE,402,DEWITTE P,2019,FALL,500,18,14,2,0,2,0,0,0,3,0,3.278
CSCE,402,DEWITTE P,2020,FALL,500,51,2,1,0,4,0,0,0,3,0,3.655
CSCE,402,DEWITTE P,2020,SPRING,500,41,10,3,1,1,0,0,0,0,0,3.589
CSCE,402,DEWITTE P,2021,FALL,500,68,5,1,0,0,1,0,0,2,0,3.905
CSCE,402,DEWITTE P,2021,SPRING,500,86,2,0,0,0,0,0,0,3,0,3.977
CSCE,402,DEWITTE P,2022,FALL,500,51,3,0,0,0,0,0,0,1,0,3.944
CSCE,402,DEWITTE P,2022,SPRING,500,55,5,0,0,3,0,0,0,0,1,3.73
CSCE,402,DEWITTE P,2023,FALL,500,45,7,0,1,0,0,0,0,1,0,3.811
CSCE,402,DEWITTE P,2023,SPRING,500,54,6,0,0,0,0,0,0,0,0,3.9
CSCE,402,DEWITTE P,2024,SPRING,500,58,4,1,0,1,0,0,0,1,0,3.844
CSCE,410,BETTATI R,2012,FALL,500,12,13,2,4,3,0,0,0,8,0,2.794
CSCE,410,BETTATI R,2014,SPRING,500,4,8,7,2,1,0,0,0,1,3,2.545
CSCE,410,BETTATI R,2017,SPRING,500,17,20,12,5,3,0,0,0,1,0,2.754
CSCE,410,BETTATI R,2017,SUMMER,700,1,3,4,1,2,0,0,0,7,0,2.0
CSCE,410,BETTATI R,2018,SPRING,500,12,7,5,0,1,0,0,0,6,0,3.16
CSCE,410,BETTATI R,2018,SUMMER,700,6,3,0,1,3,0,0,0,0,0,2.615
CSCE,410,BETTATI R,2019,SPRING,500,17,11,6,2,0,0,0,0,14,0,3.194
CSCE,410,BETTATI R,2019,SUMMER,700,4,3,3,2,3,0,0,0,1,0,2.2
CSCE,410,BETTATI R,2020,SUMMER,399,12,8,3,0,5,0,0,0,4,0,2.786
CSCE,410,BETTATI R,2021,FALL,501,20,8,5,1,2,0,0,0,10,0,3.194
CSCE,410,BETTATI R,2021,SPRING,501,23,13,9,5,2,0,0,0,16,0,2.962
CSCE,410,BETTATI R,2022,FALL,599,3,8,3,1,0,0,0,0,7,0,2.867
CSCE,410,BETTATI R,2023,FALL,501,8,9,3,0,1,0,0,0,3,0,3.095
